,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,is_recid,is_violent_recid,score_text,two_year_recid
2403,Male,38,African-American,0,6,0,0,0,0,Medium,No
2404,Male,22,Caucasian,0,3,0,0,0,0,Low,No
2405,Male,28,African-American,0,8,0,0,0,0,High,No
2406,Male,25,Caucasian,0,3,0,0,0,0,Low,No
2407,Male,53,Hispanic,0,1,0,0,0,0,Low,No
2408,Male,30,African-American,0,1,0,0,0,0,Low,No
2409,Male,33,Caucasian,0,6,0,0,1,1,Medium,Yes
2410,Male,35,African-American,0,4,0,0,1,1,Low,Yes
2411,Female,33,African-American,0,2,0,0,0,0,Low,No
2412,Male,65,African-American,0,10,0,0,0,0,High,No
2413,Male,59,Other,0,1,0,0,0,0,Low,No
2414,Female,37,African-American,0,5,0,0,0,0,Medium,No
2415,Female,33,Caucasian,0,7,0,0,0,0,Medium,No
2416,Male,26,Native American,0,8,0,0,1,1,High,Yes
2417,Male,24,African-American,0,10,0,3,1,1,High,Yes
2418,Male,43,African-American,0,9,0,0,0,0,High,No
2419,Male,37,African-American,0,7,0,0,1,1,Medium,Yes
2420,Male,53,African-American,0,7,0,0,0,0,Medium,No
2421,Male,43,African-American,0,1,0,0,1,0,Low,No
2422,Female,30,Caucasian,0,3,0,0,0,0,Low,No
2423,Male,37,Caucasian,0,4,0,0,1,1,Low,Yes
2424,Male,25,Caucasian,0,6,0,0,0,0,Medium,No
2425,Male,26,Hispanic,0,5,0,0,0,0,Medium,No
2426,Female,28,Caucasian,0,6,0,0,0,0,Medium,No
2427,Male,58,Caucasian,0,1,0,0,0,0,Low,No
2428,Male,33,African-American,0,5,0,0,0,0,Medium,No
2429,Male,38,African-American,0,1,0,0,0,0,Low,No
2430,Male,38,Caucasian,0,3,0,0,0,0,Low,No
2431,Male,57,African-American,0,5,0,0,0,0,Medium,No
2432,Male,33,African-American,0,8,0,0,1,1,High,Yes
2433,Male,58,Caucasian,0,1,0,0,0,0,Low,No
2434,Male,51,Caucasian,0,1,0,0,0,0,Low,No
2435,Male,53,Caucasian,0,4,0,0,0,0,Low,No
2436,Male,35,African-American,0,8,0,0,1,1,High,Yes
2437,Male,39,Caucasian,0,1,0,0,0,0,Low,No
2438,Male,36,Hispanic,0,9,0,0,0,0,High,No
2439,Male,37,African-American,0,2,0,0,0,0,Low,No
2440,Male,39,Caucasian,0,1,0,0,0,0,Low,No
2441,Female,52,Caucasian,0,1,0,0,0,0,Low,No
2442,Male,60,Other,0,1,0,0,0,0,Low,No
2443,Male,37,Hispanic,0,1,0,0,1,0,Low,No
2444,Male,44,Hispanic,0,1,0,0,1,1,Low,Yes
2445,Male,23,African-American,0,6,0,0,1,1,Medium,Yes
2446,Female,28,Caucasian,0,3,0,0,0,0,Low,No
2447,Male,28,African-American,0,4,0,0,0,0,Low,No
2448,Male,38,Caucasian,0,5,0,0,0,0,Medium,No
2449,Male,42,African-American,0,5,0,0,0,0,Medium,No
2450,Female,25,Caucasian,0,3,0,0,0,0,Low,No
2451,Male,32,African-American,0,9,0,0,1,1,High,Yes
2452,Female,35,Caucasian,0,5,0,0,0,0,Medium,No
2453,Male,37,Caucasian,0,5,0,0,0,0,Medium,No
2454,Female,33,African-American,0,2,0,0,0,0,Low,No
2455,Female,51,Caucasian,0,3,0,0,0,0,Low,No
2456,Male,39,Caucasian,0,4,0,0,1,0,Low,No
2457,Male,35,Hispanic,0,6,0,0,1,1,Medium,Yes
2458,Male,40,African-American,0,7,0,0,0,0,Medium,No
2459,Male,37,Other,0,1,0,0,0,0,Low,No
2460,Male,47,Caucasian,0,3,0,0,1,1,Low,Yes
2461,Female,23,Caucasian,0,7,0,0,0,0,Medium,No
2462,Male,63,Caucasian,0,4,0,0,1,1,Low,Yes
2463,Male,38,African-American,0,9,1,0,1,1,High,Yes
2464,Male,31,African-American,0,8,0,0,1,1,High,Yes
2465,Male,23,African-American,0,3,0,0,0,0,Low,No
2466,Male,38,Hispanic,0,5,0,0,0,0,Medium,No
2467,Female,47,Caucasian,0,1,0,0,0,0,Low,No
2468,Male,22,Caucasian,0,4,0,0,1,0,Low,No
2469,Male,26,Caucasian,0,3,0,0,0,0,Low,No
2470,Female,65,Caucasian,0,1,0,0,0,0,Low,No
2471,Female,22,African-American,0,3,0,0,0,0,Low,No
2472,Male,34,Hispanic,0,1,0,0,0,0,Low,No
2473,Female,38,Hispanic,0,1,0,0,0,0,Low,No
2474,Male,49,Hispanic,0,1,0,0,0,0,Low,No
2475,Male,56,African-American,0,4,0,0,0,0,Low,No
2476,Male,34,African-American,0,1,0,0,0,0,Low,No
2477,Male,21,African-American,0,7,1,2,0,0,Medium,No
2478,Male,46,African-American,0,4,0,0,0,0,Low,No
2479,Male,22,African-American,0,6,0,0,1,1,Medium,Yes
2480,Male,57,Caucasian,0,4,0,0,0,0,Low,No
2481,Male,40,African-American,0,5,0,0,0,0,Medium,No
2482,Female,30,African-American,0,2,0,0,0,0,Low,No
2483,Male,21,Caucasian,0,7,1,0,1,1,Medium,Yes
2484,Female,39,African-American,0,10,2,0,1,1,High,Yes
2485,Male,24,African-American,0,3,0,0,0,0,Low,No
2486,Female,45,Caucasian,0,1,0,0,0,0,Low,No
2487,Male,51,African-American,0,3,0,0,0,0,Low,No
2488,Male,27,Caucasian,0,2,0,0,0,0,Low,No
2489,Male,32,African-American,0,2,0,0,0,0,Low,No
2490,Male,49,Caucasian,0,1,0,0,0,0,Low,No
2491,Male,29,African-American,0,3,0,0,0,0,Low,No
2492,Male,30,Asian,0,3,0,0,1,0,Low,No
2493,Male,55,African-American,0,6,0,0,1,1,Medium,Yes
2494,Male,30,Caucasian,0,4,0,0,0,0,Low,No
2495,Male,56,Caucasian,0,1,0,0,0,0,Low,No
2496,Male,33,African-American,0,6,0,0,0,0,Medium,No
2497,Male,28,African-American,0,2,0,0,0,0,Low,No
2498,Male,29,African-American,0,8,0,0,0,0,High,No
2499,Male,38,Caucasian,0,1,0,0,0,0,Low,No
2500,Male,37,Caucasian,0,3,0,0,0,0,Low,No
2501,Male,30,Hispanic,0,2,0,0,0,0,Low,No
2502,Male,51,African-American,1,9,0,1,0,0,High,No
2503,Male,65,African-American,0,5,0,0,0,0,Medium,No
2504,Female,32,African-American,0,1,0,0,0,0,Low,No
2505,Male,35,African-American,0,4,0,0,0,0,Low,No
2506,Male,57,Caucasian,0,1,0,0,0,0,Low,No
2507,Male,26,Caucasian,0,3,0,0,0,0,Low,No
2508,Female,23,Hispanic,0,8,3,1,1,1,High,Yes
2509,Female,36,African-American,2,6,0,0,1,1,Medium,Yes
2510,Male,35,Caucasian,0,5,0,0,1,1,Medium,Yes
2511,Male,33,African-American,0,1,0,0,0,0,Low,No
2512,Male,47,Caucasian,0,1,0,0,0,0,Low,No
2513,Female,53,Hispanic,0,1,0,0,0,0,Low,No
2514,Male,31,Other,0,5,0,0,0,0,Medium,No
2515,Female,36,African-American,0,3,0,0,1,1,Low,Yes
2516,Female,25,Caucasian,0,3,0,0,0,0,Low,No
2517,Male,52,Hispanic,0,6,0,0,0,0,Medium,No
2518,Male,23,Hispanic,0,7,0,0,1,1,Medium,Yes
2519,Male,34,African-American,0,3,0,0,0,0,Low,No
2520,Male,45,African-American,1,7,0,1,1,0,Medium,No
2521,Male,42,African-American,0,5,0,0,1,1,Medium,Yes
2522,Male,49,African-American,0,4,0,0,0,0,Low,No
2523,Male,40,Caucasian,0,8,0,0,1,1,High,Yes
2524,Male,23,African-American,0,5,0,0,0,0,Medium,No
2525,Male,31,Caucasian,0,5,0,0,0,0,Medium,No
2526,Female,28,African-American,0,2,0,0,0,0,Low,No
2527,Male,45,Caucasian,0,1,0,0,0,0,Low,No
2528,Male,39,African-American,0,8,0,0,1,1,High,Yes
2529,Male,25,Caucasian,0,4,0,0,0,0,Low,No
2530,Male,24,African-American,0,2,1,0,0,0,Low,No
2531,Male,46,Caucasian,0,1,0,0,0,0,Low,No
2532,Male,47,Caucasian,0,1,0,0,0,0,Low,No
2533,Male,54,Caucasian,0,4,0,0,1,1,Low,Yes
2534,Female,34,Caucasian,0,2,0,0,0,0,Low,No
2535,Male,27,Caucasian,0,6,0,0,0,0,Medium,No
2536,Male,34,Hispanic,0,2,0,0,0,0,Low,No
2537,Male,32,African-American,0,5,0,0,0,0,Medium,No
2538,Male,29,African-American,0,6,0,0,0,0,Medium,No
2539,Female,55,African-American,0,1,0,0,0,0,Low,No
2540,Male,26,African-American,0,3,0,0,0,0,Low,No
2541,Male,24,African-American,0,7,0,0,0,0,Medium,No
2542,Male,29,Caucasian,0,2,0,0,0,0,Low,No
2543,Male,31,Other,0,2,0,0,0,0,Low,No
2544,Male,26,Caucasian,1,6,0,0,1,0,Medium,No
2545,Male,54,Caucasian,0,2,0,0,0,0,Low,No
2546,Male,33,African-American,0,8,0,0,1,1,High,Yes
2547,Male,35,African-American,0,9,1,0,1,0,High,No
2548,Male,25,African-American,0,2,0,0,0,0,Low,No
2549,Male,25,African-American,0,5,0,0,0,0,Medium,No
2550,Male,53,Caucasian,0,1,0,0,0,0,Low,No
2551,Male,41,Caucasian,0,1,0,0,0,0,Low,No
2552,Male,24,Caucasian,0,4,0,0,0,0,Low,No
2553,Male,38,Caucasian,0,2,0,0,0,0,Low,No
2554,Male,23,Caucasian,0,2,0,0,0,0,Low,No
2555,Male,42,African-American,0,1,0,0,0,0,Low,No
2556,Male,32,Caucasian,0,5,0,0,0,0,Medium,No
2557,Male,24,Hispanic,0,7,0,0,1,1,Medium,Yes
2558,Female,32,African-American,0,6,0,0,0,0,Medium,No
2559,Male,40,African-American,0,9,0,0,0,0,High,No
2560,Male,42,Hispanic,0,1,0,0,0,0,Low,No
2561,Male,27,African-American,0,3,0,0,0,0,Low,No
2562,Male,32,African-American,0,4,0,0,1,1,Low,Yes
2563,Male,38,African-American,0,7,0,0,1,1,Medium,Yes
2564,Male,29,Caucasian,0,2,0,0,0,0,Low,No
2565,Male,28,African-American,0,3,0,0,1,1,Low,Yes
2566,Male,49,African-American,0,1,0,0,0,0,Low,No
2567,Male,50,Caucasian,0,1,0,0,0,0,Low,No
2568,Female,28,Caucasian,0,7,0,0,1,0,Medium,No
2569,Male,25,African-American,0,2,0,0,1,1,Low,Yes
2570,Male,25,African-American,0,3,0,0,1,1,Low,Yes
2571,Male,45,Caucasian,0,1,0,0,0,0,Low,No
2572,Male,37,Other,0,1,0,0,0,0,Low,No
2573,Male,24,Hispanic,0,2,0,0,0,0,Low,No
2574,Male,40,Caucasian,0,1,0,0,0,0,Low,No
2575,Male,60,Caucasian,0,1,0,0,0,0,Low,No
2576,Female,33,Hispanic,0,2,0,0,0,0,Low,No
2577,Male,31,African-American,0,9,0,1,0,0,High,No
2578,Male,53,Hispanic,0,2,0,0,0,0,Low,No
2579,Male,55,Hispanic,0,1,0,0,0,0,Low,No
2580,Male,36,Caucasian,0,6,0,0,0,0,Medium,No
2581,Male,30,Other,0,9,0,0,1,1,High,Yes
2582,Male,55,Caucasian,0,1,0,0,0,0,Low,No
2583,Female,23,African-American,0,3,0,0,0,0,Low,No
2584,Female,40,African-American,0,10,0,0,1,1,High,Yes
2585,Male,32,Caucasian,0,1,0,0,0,0,Low,No
2586,Male,47,Caucasian,0,2,0,0,0,0,Low,No
2587,Male,22,African-American,0,6,1,0,0,0,Medium,No
2588,Male,47,Caucasian,0,1,0,0,0,0,Low,No
2589,Male,28,African-American,0,8,0,0,0,0,High,No
2590,Male,34,African-American,0,2,0,0,0,0,Low,No
2591,Male,65,Caucasian,0,1,0,0,0,0,Low,No
2592,Female,23,Caucasian,0,3,0,0,0,0,Low,No
2593,Female,44,Caucasian,0,1,0,0,0,0,Low,No
2594,Male,21,Hispanic,1,8,0,0,1,1,High,Yes
2595,Male,24,African-American,0,3,0,0,0,0,Low,No
2596,Male,51,Caucasian,0,2,0,0,0,0,Low,No
2597,Male,39,Caucasian,0,6,0,0,0,0,Medium,No
2598,Male,24,Caucasian,0,6,0,0,0,0,Medium,No
2599,Male,31,African-American,0,10,0,2,1,1,High,Yes
2600,Female,35,African-American,0,2,0,0,0,0,Low,No
2601,Male,30,Other,0,1,0,0,0,0,Low,No
2602,Male,34,Caucasian,0,7,0,0,0,0,Medium,No
2603,Female,39,African-American,0,6,0,0,0,0,Medium,No
2604,Male,29,African-American,0,2,0,0,0,0,Low,No
2605,Male,51,Caucasian,0,1,0,0,0,0,Low,No
2606,Male,22,Caucasian,0,7,0,1,0,0,Medium,No
2607,Male,29,Caucasian,0,2,0,0,0,0,Low,No
2608,Male,33,Caucasian,0,4,0,0,1,1,Low,Yes
2609,Male,54,Other,0,1,0,0,0,0,Low,No
2610,Male,30,African-American,0,2,0,0,0,0,Low,No
2611,Male,48,African-American,0,4,0,0,0,0,Low,No
2612,Male,23,African-American,0,8,0,0,0,0,High,No
2613,Male,23,Caucasian,0,7,0,0,1,1,Medium,Yes
2614,Male,47,Asian,0,1,0,0,0,0,Low,No
2615,Male,21,Other,0,4,0,0,0,0,Low,No
2616,Male,48,Caucasian,0,1,0,0,0,0,Low,No
2617,Male,50,Caucasian,0,3,0,0,0,0,Low,No
2618,Male,39,Caucasian,0,3,0,0,0,0,Low,No
2619,Male,49,African-American,2,3,0,0,0,0,Low,No
2620,Male,58,Caucasian,0,5,0,0,0,0,Medium,No
2621,Male,31,African-American,0,8,0,0,0,0,High,No
2622,Male,23,African-American,0,7,0,2,0,0,Medium,No
2623,Male,33,Other,0,1,0,0,1,1,Low,Yes
2624,Male,57,Caucasian,0,2,0,0,0,0,Low,No
2625,Female,31,Caucasian,0,2,0,0,0,0,Low,No
2626,Male,57,African-American,0,6,0,0,0,0,Medium,No
2627,Male,57,Caucasian,0,5,0,0,0,0,Medium,No
2628,Male,45,African-American,0,3,0,0,0,0,Low,No
2629,Male,42,Caucasian,0,5,0,0,0,0,Medium,No
2630,Male,48,Other,0,2,0,0,0,0,Low,No
2631,Male,23,Caucasian,0,4,0,0,0,0,Low,No
2632,Female,28,Caucasian,0,2,0,0,0,0,Low,No
2633,Male,41,African-American,0,7,0,0,0,0,Medium,No
2634,Male,25,African-American,0,2,0,0,1,1,Low,Yes
2635,Female,34,Caucasian,0,5,0,0,0,0,Medium,No
2636,Male,27,African-American,0,2,0,0,0,0,Low,No
2637,Male,39,African-American,0,4,0,0,0,0,Low,No
2638,Female,55,Caucasian,0,4,0,0,0,0,Low,No
2639,Male,27,African-American,0,5,0,0,1,1,Medium,Yes
2640,Male,26,Caucasian,0,9,0,0,1,1,High,Yes
2641,Male,33,African-American,0,10,0,0,1,1,High,Yes
2642,Male,27,Caucasian,0,2,0,0,0,0,Low,No
2643,Male,29,African-American,0,2,0,0,1,0,Low,No
2644,Male,27,African-American,0,6,0,0,0,0,Medium,No
2645,Female,24,Caucasian,0,8,0,0,0,0,High,No
2646,Male,20,Caucasian,0,3,0,0,0,0,Low,No
2647,Female,23,Caucasian,0,3,0,0,0,0,Low,No
2648,Female,48,African-American,0,1,0,0,0,0,Low,No
2649,Female,41,Caucasian,0,5,0,0,0,0,Medium,No
2650,Female,54,Caucasian,0,5,0,0,0,0,Medium,No
2651,Female,25,African-American,0,10,0,0,0,0,High,No
2652,Female,22,Caucasian,0,3,0,0,0,0,Low,No
2653,Male,32,African-American,0,1,0,0,0,0,Low,No
2654,Male,44,African-American,0,1,0,0,0,0,Low,No
2655,Male,28,African-American,0,1,0,0,0,0,Low,No
2656,Male,60,African-American,0,1,0,0,0,0,Low,No
2657,Male,49,Caucasian,0,1,0,0,0,0,Low,No
2658,Male,32,African-American,0,4,0,0,0,0,Low,No
2659,Male,30,African-American,0,4,0,0,1,1,Low,Yes
2660,Male,52,Caucasian,0,1,0,0,0,0,Low,No
2661,Female,27,African-American,0,10,0,0,0,0,High,No
2662,Male,34,African-American,0,10,0,0,0,0,High,No
2663,Male,55,African-American,0,4,0,0,1,1,Low,Yes
2664,Male,37,African-American,0,6,0,0,0,0,Medium,No
2665,Male,33,African-American,0,7,0,0,0,0,Medium,No
2666,Female,27,African-American,0,2,0,0,0,0,Low,No
2667,Male,33,Caucasian,0,2,0,0,0,0,Low,No
2668,Male,26,African-American,0,2,0,0,0,0,Low,No
2669,Male,29,African-American,0,5,0,0,0,0,Medium,No
2670,Male,32,African-American,0,3,0,0,0,0,Low,No
2671,Male,37,Caucasian,0,1,0,0,0,0,Low,No
2672,Male,31,African-American,0,10,0,0,0,0,High,No
2673,Male,31,African-American,0,4,0,0,0,0,Low,No
2674,Female,36,Caucasian,0,3,0,0,0,0,Low,No
2675,Male,35,African-American,0,6,0,0,0,0,Medium,No
2676,Female,37,African-American,0,1,0,0,0,0,Low,No
2677,Male,34,Caucasian,0,2,0,0,1,1,Low,Yes
2678,Female,50,African-American,0,6,0,0,1,1,Medium,Yes
2679,Female,45,African-American,0,1,0,0,0,0,Low,No
2680,Male,70,African-American,0,1,0,0,0,0,Low,No
2681,Male,26,African-American,0,4,0,0,0,0,Low,No
2682,Male,23,African-American,1,9,0,0,0,0,High,No
2683,Male,27,Caucasian,0,4,0,0,0,0,Low,No
2684,Male,23,African-American,0,3,0,0,1,1,Low,Yes
2685,Male,26,African-American,0,5,0,0,0,0,Medium,No
2686,Female,23,Caucasian,0,6,0,0,0,0,Medium,No
2687,Female,46,Caucasian,0,2,0,0,1,1,Low,No
2688,Female,27,African-American,1,5,0,0,0,0,Medium,No
2689,Male,45,Caucasian,0,2,0,0,0,0,Low,No
2690,Male,42,African-American,0,5,0,0,0,0,Medium,No
2691,Male,49,Caucasian,0,4,0,0,0,0,Low,No
2692,Male,29,Hispanic,0,2,0,0,0,0,Low,No
2693,Female,52,Caucasian,0,1,0,0,0,0,Low,No
2694,Male,37,Hispanic,0,1,0,0,1,1,Low,Yes
2695,Male,26,African-American,0,3,0,0,1,0,Low,No
2696,Male,47,Hispanic,0,1,0,0,0,0,Low,No
2697,Male,25,African-American,0,6,0,0,0,0,Medium,No
2698,Male,21,African-American,1,10,0,0,1,1,High,Yes
2699,Male,48,African-American,0,1,0,0,0,0,Low,No
2700,Female,40,Caucasian,0,2,0,0,0,0,Low,No
2701,Female,24,Other,0,3,0,0,0,0,Low,No
2702,Male,22,African-American,0,4,0,0,1,1,Low,Yes
2703,Male,36,African-American,0,8,0,0,0,0,High,No
2704,Male,38,Caucasian,0,2,0,0,0,0,Low,No
2705,Male,54,Other,0,1,0,0,0,0,Low,No
2706,Male,24,Hispanic,0,4,0,0,0,0,Low,No
2707,Female,44,Caucasian,0,1,0,0,1,1,Low,Yes
2708,Male,64,Caucasian,0,1,0,0,0,0,Low,No
2709,Female,45,Other,0,1,0,0,0,0,Low,No
2710,Male,49,African-American,0,5,0,0,0,0,Medium,No
2711,Female,45,African-American,0,7,0,0,0,0,Medium,No
2712,Male,33,Asian,0,1,0,0,0,0,Low,No
2713,Male,44,Hispanic,0,2,0,0,0,0,Low,No
2714,Male,51,African-American,0,1,0,0,0,0,Low,No
2715,Male,50,African-American,0,1,0,0,0,0,Low,No
2716,Male,33,Caucasian,0,2,2,0,0,0,Low,No
2717,Female,54,Caucasian,0,1,0,0,0,0,Low,No
2718,Male,33,Caucasian,0,9,0,1,0,0,High,No
2719,Male,34,Caucasian,0,1,0,0,0,0,Low,No
2720,Male,21,African-American,0,9,0,0,1,1,High,Yes
2721,Male,33,African-American,0,4,0,0,0,0,Low,No
2722,Male,32,African-American,0,7,0,1,1,1,Medium,Yes
2723,Male,45,Caucasian,0,1,0,0,0,0,Low,No
2724,Female,29,African-American,0,10,0,0,0,0,High,No
2725,Male,44,African-American,0,3,0,0,0,0,Low,No
2726,Female,28,African-American,0,3,0,0,0,0,Low,No
2727,Male,27,Caucasian,0,3,0,0,0,0,Low,No
2728,Female,30,African-American,0,2,0,0,0,0,Low,No
2729,Male,32,African-American,0,7,0,0,0,0,Medium,No
2730,Male,27,Caucasian,0,4,0,0,0,0,Low,No
2731,Male,21,African-American,0,5,0,0,0,0,Medium,No
2732,Male,32,Caucasian,0,1,0,0,0,0,Low,No
2733,Male,56,African-American,0,1,0,0,0,0,Low,No
2734,Female,44,African-American,0,1,0,0,0,0,Low,No
2735,Female,25,Caucasian,0,7,0,0,0,0,Medium,No
2736,Female,20,African-American,0,5,0,0,0,0,Medium,No
2737,Male,35,African-American,0,5,0,0,0,0,Medium,No
2738,Male,24,African-American,0,3,0,0,0,0,Low,No
2739,Female,40,Hispanic,0,2,0,0,0,0,Low,No
2740,Female,21,African-American,0,3,0,0,0,0,Low,No
2741,Male,38,African-American,0,5,0,0,1,1,Medium,Yes
2742,Male,36,Caucasian,0,6,0,0,1,1,Medium,Yes
2743,Male,32,African-American,0,6,0,0,0,0,Medium,No
2744,Male,23,Hispanic,0,7,0,1,0,0,Medium,No
2745,Male,23,Caucasian,0,8,0,0,1,1,High,Yes
2746,Female,68,African-American,0,2,0,0,0,0,Low,No
2747,Female,26,Caucasian,0,5,0,0,0,0,Medium,No
2748,Male,51,African-American,0,4,0,0,1,1,Low,Yes
2749,Male,25,African-American,0,2,0,0,0,0,Low,No
2750,Male,51,African-American,0,5,0,0,0,0,Medium,No
2751,Male,36,Other,0,1,0,0,0,0,Low,No
2752,Male,28,Caucasian,0,7,0,0,0,0,Medium,No
2753,Male,20,African-American,0,3,0,0,0,0,Low,No
2754,Female,31,African-American,0,2,0,0,0,0,Low,No
2755,Male,57,African-American,0,1,0,0,0,0,Low,No
2756,Male,35,Hispanic,0,1,0,0,1,1,Low,Yes
2757,Male,39,Caucasian,0,3,0,0,0,0,Low,No
2758,Male,24,African-American,0,7,1,0,0,0,Medium,No
2759,Female,29,Hispanic,0,4,0,0,1,1,Low,Yes
2760,Male,36,Caucasian,0,5,0,0,0,0,Medium,No
2761,Male,26,African-American,0,6,0,0,1,1,Medium,Yes
2762,Male,60,African-American,0,1,0,0,0,0,Low,No
2763,Male,22,Caucasian,0,6,0,1,0,0,Medium,No
2764,Male,28,African-American,0,7,0,0,0,0,Medium,No
2765,Male,28,African-American,0,2,0,0,1,0,Low,No
2766,Male,55,Caucasian,0,1,0,0,1,1,Low,Yes
2767,Male,28,Hispanic,0,3,0,0,1,1,Low,Yes
2768,Female,22,Hispanic,0,2,0,0,0,0,Low,No
2769,Male,45,African-American,0,1,0,0,0,0,Low,No
2770,Male,24,African-American,0,6,0,0,1,1,Medium,Yes
2771,Male,47,African-American,0,2,0,0,0,0,Low,No
2772,Male,57,Caucasian,0,1,0,0,0,0,Low,No
2773,Male,54,Caucasian,0,1,0,0,0,0,Low,No
2774,Female,42,Caucasian,0,2,0,0,0,0,Low,No
2775,Male,35,Caucasian,0,3,0,0,0,0,Low,No
2776,Male,53,Caucasian,0,1,0,0,0,0,Low,No
2777,Female,31,African-American,0,3,0,0,0,0,Low,No
2778,Male,83,Caucasian,0,1,0,0,0,0,Low,No
2779,Male,46,Hispanic,0,6,0,0,0,0,Medium,No
2780,Male,23,Other,0,10,0,0,0,0,High,No
2781,Male,47,African-American,0,4,0,0,1,0,Low,No
2782,Male,31,Hispanic,0,6,0,0,0,0,Medium,No
2783,Male,50,African-American,0,8,0,0,0,0,High,No
2784,Female,22,African-American,0,9,1,0,0,0,High,No
2785,Male,45,Hispanic,0,1,0,0,0,0,Low,No
2786,Female,30,African-American,0,2,0,0,0,0,Low,No
2787,Male,36,African-American,0,2,0,0,0,0,Low,No
2788,Male,50,African-American,0,1,0,0,0,0,Low,No
2789,Female,24,Other,0,4,0,0,1,1,Low,Yes
2790,Female,42,Caucasian,0,5,0,0,0,0,Medium,No
2791,Female,28,Hispanic,0,3,0,0,0,0,Low,No
2792,Male,31,Hispanic,0,1,0,0,0,0,Low,No
2793,Male,25,African-American,0,9,0,0,1,1,High,Yes
2794,Male,36,African-American,0,5,0,0,0,0,Medium,No
2795,Male,28,Caucasian,0,5,0,0,0,0,Medium,No
2796,Male,31,Caucasian,0,1,0,0,1,1,Low,Yes
2797,Male,23,African-American,0,4,0,0,0,0,Low,No
2798,Male,29,Caucasian,0,6,0,0,1,1,Medium,Yes
2799,Male,34,African-American,0,5,0,0,0,0,Medium,No
2800,Female,36,Hispanic,0,2,0,0,0,0,Low,No
2801,Male,23,African-American,0,8,0,2,1,1,High,Yes
2802,Male,31,African-American,0,8,0,0,0,0,High,No
2803,Male,53,Caucasian,0,1,0,0,0,0,Low,No
2804,Male,34,African-American,0,7,0,0,0,0,Medium,No
2805,Female,63,African-American,0,1,0,0,0,0,Low,No
2806,Female,21,African-American,0,7,0,0,1,1,Medium,Yes
2807,Male,43,African-American,0,1,0,0,0,0,Low,No
2808,Male,58,Caucasian,0,5,0,0,1,1,Medium,Yes
2809,Female,23,African-American,0,4,0,0,1,1,Low,No
2810,Male,56,Caucasian,0,2,0,0,0,0,Low,No
2811,Female,52,Caucasian,0,1,0,0,0,0,Low,No
2812,Male,56,African-American,0,2,0,0,0,0,Low,No
2813,Female,37,African-American,0,1,0,0,0,0,Low,No
2814,Female,50,Caucasian,0,1,0,0,0,0,Low,No
2815,Male,22,African-American,0,5,0,0,1,1,Medium,Yes
2816,Female,43,Caucasian,0,1,0,0,1,1,Low,Yes
2817,Male,30,Caucasian,0,2,0,0,0,0,Low,No
2818,Male,29,Asian,0,1,0,0,0,0,Low,No
2819,Male,24,Caucasian,0,2,0,0,0,0,Low,No
2820,Male,29,African-American,0,8,0,0,1,1,High,Yes
2821,Female,27,Caucasian,0,3,0,0,0,0,Low,No
2822,Female,24,Caucasian,0,4,0,0,0,0,Low,No
2823,Female,74,African-American,0,1,0,0,0,0,Low,No
2824,Male,27,African-American,0,7,0,1,1,1,Medium,Yes
2825,Male,29,Caucasian,0,2,0,0,0,0,Low,No
2826,Female,35,African-American,0,3,0,0,0,0,Low,No
2827,Male,36,Caucasian,0,2,0,0,0,0,Low,No
2828,Male,26,Caucasian,0,4,0,0,0,0,Low,No
2829,Male,28,African-American,0,5,0,0,0,0,Medium,No
2830,Female,26,African-American,0,5,0,0,0,0,Medium,No
2831,Male,28,Caucasian,0,3,0,0,0,0,Low,No
2832,Male,51,Caucasian,0,1,0,0,1,1,Low,Yes
2833,Female,35,Hispanic,0,2,0,0,0,0,Low,No
2834,Female,23,African-American,0,2,0,0,0,0,Low,No
2835,Female,23,Hispanic,0,4,1,0,0,0,Low,No
2836,Female,33,African-American,0,7,0,0,0,0,Medium,No
2837,Male,59,Caucasian,0,1,0,0,0,0,Low,No
2838,Male,26,Caucasian,0,4,0,0,1,1,Low,Yes
2839,Male,36,Caucasian,0,1,0,0,1,0,Low,No
2840,Male,38,Other,0,1,0,0,0,0,Low,No
2841,Male,28,Hispanic,0,8,0,0,0,0,High,No
2842,Male,40,Caucasian,0,4,0,0,0,0,Low,No
2843,Male,24,African-American,0,6,1,2,0,0,Medium,No
2844,Female,26,African-American,0,4,0,0,0,0,Low,No
2845,Male,59,African-American,0,6,0,0,0,0,Medium,No
2846,Female,54,African-American,0,4,0,0,0,0,Low,No
2847,Male,31,Caucasian,0,7,0,0,1,1,Medium,Yes
2848,Male,34,Caucasian,0,3,0,0,1,1,Low,No
2849,Male,47,Caucasian,0,4,0,0,0,0,Low,No
2850,Male,51,African-American,0,8,0,1,1,1,High,Yes
2851,Male,25,Caucasian,0,3,0,0,0,0,Low,No
2852,Male,25,Other,0,2,0,0,1,1,Low,Yes
2853,Male,44,Hispanic,0,1,0,0,1,1,Low,Yes
2854,Male,36,Caucasian,0,2,0,0,1,1,Low,No
2855,Male,77,Caucasian,0,1,0,0,0,0,Low,No
2856,Male,49,Caucasian,0,1,0,0,0,0,Low,No
2857,Male,31,African-American,0,7,0,0,0,0,Medium,No
2858,Male,30,Caucasian,0,3,0,1,0,0,Low,No
2859,Male,21,African-American,0,9,1,0,1,1,High,Yes
2860,Male,21,African-American,0,4,0,0,0,0,Low,No
